Date,Open,High,Low,Close,Volume,Adj.Close,change,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Max_Sentiment,Sentiment_Proportion
10/22/2018,96.66999799999999,96.66999799999999,96.66999799999999,96.66999799999999,0.0,,,,,,,,,,,,,,
10/23/2018,96.300003,96.300003,96.300003,96.300003,0.0,,,,,,,,,,,,,,
10/24/2018,92.010002,92.010002,92.010002,92.010002,0.0,,,,,,,,,,,,,,
10/25/2018,94.879997,94.879997,94.879997,94.879997,0.0,,,,,,,,,,,,,,
10/26/2018,93.050003,93.050003,93.050003,93.050003,0.0,,,,,,,,,,,,,,
10/29/2018,91.400002,91.400002,91.400002,91.400002,0.0,,,,,,,,,,,,,,
10/30/2018,92.639999,92.639999,92.639999,92.639999,0.0,,,,,,,,,,,,,,
10/31/2018,94.91999799999999,94.91999799999999,94.91999799999999,94.91999799999999,0.0,,,,,,,,,,,,,,
11/1/2018,96.25,96.25,96.25,96.25,0.0,,,,,,,,,,,,,,
11/2/2018,94.57,94.57,94.57,94.57,0.0,,,,,,,,,,,,,,
11/5/2018,94.230003,94.230003,94.230003,94.230003,0.0,,,,,,,,,,,,,,
11/6/2018,94.790001,94.790001,94.790001,94.790001,0.0,,,,,,,,,,,,,,
11/7/2018,97.550003,97.550003,97.550003,97.550003,0.0,,,,,,,,,,,,,,
11/8/2018,97.339996,97.339996,97.339996,97.339996,0.0,,,,,,,,,,,,,,
11/9/2018,95.68,95.68,95.68,95.68,0.0,,,,,,,,,,,,,,
11/12/2018,92.339996,92.339996,92.339996,92.339996,0.0,,,,,,,,,,,,,,
11/13/2018,92.449997,92.449997,92.449997,92.449997,0.0,,,,,,,,,,,,,,
11/14/2018,91.410004,91.410004,91.410004,91.410004,0.0,,,,,,,,,,,,,,
11/15/2018,93.660004,93.660004,93.660004,93.660004,0.0,,,,,,,,,,,,,,
11/16/2018,93.559998,93.559998,93.559998,93.559998,0.0,,,,,,,,,,,,,,
11/17/2018,89.900002,89.900002,89.900002,89.900002,89.900002,,0.0,269.0,434.0,136.0,354.0,213.0,239.0,172.0,507.0,594.0,777.0,Positive,0.21028416800000002
11/26/2018,90.150002,90.150002,90.150002,90.150002,0.0,90.150002,0.0,370.0,550.0,185.0,476.0,270.0,324.0,225.0,631.0,788.0,983.0,Positive,0.2047063723448563
